Common Name,Family,Specific Epithet,Hostplant Family,Hostplant Name,Country,Source
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa oldhamii,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa oldhamii,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa tuldoides,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa vulgaris ?,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Dinochloa andamanica,Andaman Islands,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Microstegium ciliatum,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Phyllostachys makinoi,Taiwan,HOSTS
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Boesenbergia rotunda,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Curcuma aeruginosa,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Elettaria cardamomum,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Zingiber zerumbet,,IFB
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis aphylla,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis divaricata,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis grandis,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis sepiaria,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,,Indonesia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Breonia cadamba,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Cinchona,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Mitragyna parvifolia,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Mussaenda frondosa,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Mussaenda frondosa,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Nauclea,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Nauclea cadamba,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Nauclea cadamba,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Neonauclea excelsa,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Sarcocephalus missionis,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Timonius wallichianus,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Timonius wallichianus,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria cordata,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria gambier,Indonesia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria hirsuta,Hong Kong,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Wendlandia,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Wendlandia exserta,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Wendlandia notoniana,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Wendlandia thyrsoidea,Sri Lanka,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Wendlandia thyrsoidea,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Anacardium occidentale,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Anacardium occidentale,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Anacardium occidentale,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Cucurbitaceae,Bryonia,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Loranthaceae,Loranthus pentandrus,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Loranthaceae,Loranthus pentandrus,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Loranthaceae,Loranthus scurrula,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Loranthaceae,Loranthus scurrula,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera,Indonesia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,Andaman Islands,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,Brunei,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,Sabah,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,Sabah,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,Thailand,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Anacardiaceae,Mangifera indica,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Moraceae,Morus,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Rosaceae,Rosa,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Loranthaceae,Scurrula,West Malaysia,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Moraceae,Streblus asper,India,HOSTS
Common Baron,Nymphalidae,Euthalia aconthea,Moraceae,Trophis aspera,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Bombacaceae,Ceiba,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Bombacaceae,Ceiba,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Bombacaceae,Ceiba,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tiliaceae,Grewia eriocarpa,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Hibiscus,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Hibiscus tiliaceus,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Hibiscus tiliaceus,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Hibiscus tiliaceus,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Hibiscus tiliaceus,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tiliaceae,Microcos paniculata,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Tiliaceae,Microcos paniculata,Hong Kong,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Urena lobata,India,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Urena lobata,West Malaysia,HOSTS
Chestnut Angle,Hesperiidae,Odontoptilum angulata,Malvaceae,Urena lobata,West Malaysia,HOSTS
Plum Judy,Lycaenidae,Abisara echerius,Myrsinaceae,,India,HOSTS
Plum Judy,Lycaenidae,Abisara echerius,Myrsinaceae,Ardisia,India,HOSTS
Plum Judy,Lycaenidae,Abisara echerius,Myrsinaceae,Embelia laeta,Hong Kong,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Aristolochiaceae,Aristolochia,India,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Aristolochiaceae,Aristolochia,Sri Lanka,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Aristolochiaceae,Aristolochia indica,India,HOSTS
Crimson Rose,Papilionidae,Pachliopta hector,Aristolochiaceae,Thottea wallichii,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus junos,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus medica,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus natsudaidai,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus tachibana,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Citrus unshiu,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Euodia gabrifolia,Taiwan,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Euodia meliaefolia,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Fortunella japonica,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Phellodendron amurense,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Poncirus trifoliata,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Toddalia asiatica,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Toddalia asiatica,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Toddalia asiatica,Taiwan,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum,West Malaysia,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum ailanthoides,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum ailanthoides,Taiwan,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum avicennae,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum avicennae,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum cuspidata,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum nitidum,Hong Kong,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum nitidum,Old World,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum rhetsa,India,HOSTS
Red Helen,Papilionidae,Papilio helenus,Rutaceae,Zanthoxylum rhetsa,Old World,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Asclepiadaceae,,Old World,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Moraceae,,Old World,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Urticaceae,,West Malaysia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,,West Malaysia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Malvaceae,Abutilon,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Malvaceae,Abutilon,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Malvaceae,Abutilon,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Achyranthes aspera,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera denticulata,India,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera denticulata,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera philoxeroides,Hong Kong,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera sessilis,Andaman Islands,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera sessilis,Hong Kong,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Amaranthaceae,Alternanthera sessilis,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Asystasia,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Asystasia,Australasia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Asystasia gangetica,Australia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Asystasia gangetica,Singapore,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Asystasia scandens,Australasia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Asystasia scandens,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Blechum,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Acanthaceae,Blechum pyramidatum,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Commelinaceae,Commelina communis,Ryukyu Islands,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Leguminosae (p),Desmodium caudatum,Taiwan,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Compositae,Eclipta,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Compositae,Eclipta prostrata,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Compositae,Eclipta prostrata,New Caledonia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Urticaceae,Elatostema,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Urticaceae,Elatostema cuneatum,India,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,,Hong Kong,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,,Oriental,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Paliurus ramosissimus,Hong Kong,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus jujuba,Oriental,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus jujuba,West Malaysia,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus mauritiana,Andaman Islands,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus mauritiana,India,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus mauritiana,Thailand,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus mauritiana,West Malaysia,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Rhamnaceae,Ziziphus oenoplia,Andaman Islands,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Polyphagous,,India,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Polyphagous,,India,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Crassulaceae,,Oriental,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Crassulaceae,Kalanchoe,India,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Crassulaceae,Kalanchoe calycinum,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Pterococcus corniculatus,West Malaysia,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,Burma,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,Nepal,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,Sri Lanka,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Ricinus communis,Thailand,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Tragia cannabina ?,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Tragia hispida,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Euphorbiaceae,Tragia hispida,Nepal,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus ampelas,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus ampelas,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus benghalensis,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus carica,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus carica,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus erecta,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus erecta,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus eximia,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus formosana,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus krishnae,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus microcarpa,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus microcarpa,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus neriifolia,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus pumila,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus racemosa,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus religiosa,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus sarmentosa,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus septica,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus septica,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus superba,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus tinctoria,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus tinctoria,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus tinctoria,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus variegata,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus vasculosa,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus virens,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus virgata,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Moraceae,Ficus wightiana,Hong Kong,HOSTS
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Aristolochia,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Aristolochia bracteolata,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Aristolochia griffithii,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Aristolochia indica,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Aristolochia tagala,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Thottea siliquosa,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Aristolochiaceae,Bragantia wallichii,,IFB
Great Orange Tip,Pieridae,Hebomoia glaucippe,Cruciferae,Brassica oleracea,Laos,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis,India,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis,Indonesia,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis,Sri Lanka,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis cantoniensis,Hong Kong,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis formosana,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis lanceolaris,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis lanceolaris,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis micracantha,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis moonii,India,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis moonii,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis moonii,West Malaysia,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis pubiflora,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis pumila,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis sepiaria,Andaman Islands,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis sepiaria,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis sola,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Capparis sola,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Cleome spinosa,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva,Indonesia,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva adansonii,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva falcata,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva magna,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,Hong Kong,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,Hong Kong,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,India,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,Philippines,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,Thailand,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Capparaceae,Crateva religiosa,West Malaysia,HOSTS
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Acacia caesia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Acacia catechu,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Acacia chundra,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Acacia pennata,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Acacia polyacantha,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Acacia torta,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Adenanthera pavonina,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Albizia julibrissin,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Albizia lebbeck,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Albizia corniculata,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Falcataria moluccana,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Caesalpinia bonduc,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Caesalpinia mimosoides,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Caesalpinia crista,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Caesalpinia regia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Caesalpinia sappan,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Delonix regia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Fabaceae,Pithecellobium dulce,,IFB
Nawab,Nymphalidae,Charaxes bharata,Malvaceae,Grewia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Malvaceae,Helicteres isora,,IFB
